file,status,part_type,confidence,confidence_source,rule_version,graph2d_label,graph2d_confidence,graph2d_temperature,graph2d_temperature_source,fusion_label,fusion_confidence,soft_override_eligible,soft_override_label,soft_override_confidence,soft_override_threshold,soft_override_reason
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v1.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.16936609148979187,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.6000000000000001,False,罐体,0.16936609148979187,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-05管束v1.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.16077911853790283,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.6000000000000001,False,罐体,0.16077911853790283,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224025-06-01-03出料凸缘v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.17034751176834106,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17034751176834106,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v1.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.17047974467277527,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17047974467277527,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v2.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.16936609148979187,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.6000000000000001,False,罐体,0.16936609148979187,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-05下封板v1.dxf,ok,moderate_component,0.600,rules,v1,罐体,0.1697865128517151,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,罐体,0.1697865128517151,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v2.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.16442804038524628,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,罐体,0.16442804038524628,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231201522-00拖车DN1500v2.dxf,ok,complex_assembly,0.550,rules,v1,设备,0.17248964309692383,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,设备,0.17248964309692383,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231101522-00自动进料装置v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.17018306255340576,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.6000000000000001,True,传动件,0.17018306255340576,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225048-02-07侧推料组件v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.18414387106895447,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.18414387106895447,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-51-01-08对接法兰v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.17543673515319824,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17543673515319824,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v1.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.16442643105983734,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,罐体,0.16442643105983734,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11捕集器组件v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.17126163840293884,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17126163840293884,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/比较_LTJ012306102-0084调节螺栓v1 vs LTJ012306102-0084调节螺栓v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.17119568586349487,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17119568586349487,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825003-05下筒体组件v1.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.1765483021736145,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,罐体,0.1765483021736145,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ14240301522-00防爆视灯组件v2.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.15885485708713531,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,罐体,0.15885485708713531,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224070-04-07捕集口v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.1711566001176834,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.1711566001176834,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225009-04-03阀体v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16559918224811554,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16559918224811554,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231101522-00自动进料装置v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.17018306255340576,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17018306255340576,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012306102-0084调节螺栓v1.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.17088553309440613,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17088553309440613,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-12真空组件v1.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16981540620326996,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16981540620326996,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-05管束v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16389575600624084,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.6000000000000001,False,传动件,0.16389575600624084,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-12真空组件v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.1702221930027008,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.1702221930027008,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v1.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16733375191688538,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16733375191688538,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012306102-0084调节螺栓v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16780172288417816,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16780172288417816,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0030连接法兰(大)v1.dxf,ok,moderate_component,0.600,rules,v1,罐体,0.1667039841413498,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,罐体,0.1667039841413498,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0001超声波法兰v1.dxf,ok,moderate_component,0.600,rules,v1,罐体,0.1735522598028183,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,罐体,0.1735522598028183,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231201522-00拖车DN1500v1.dxf,ok,complex_assembly,0.550,rules,v1,设备,0.17248964309692383,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,设备,0.17248964309692383,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v3.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.16936609148979187,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.6000000000000001,False,罐体,0.16936609148979187,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v3.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.16442804038524628,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,罐体,0.16442804038524628,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-04轴头组件v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16729165613651276,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16729165613651276,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-51-01-08对接法兰v1.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.1748294234275818,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.1748294234275818,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01人孔v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.1714027225971222,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.1714027225971222,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-05下封板v2.dxf,ok,moderate_component,0.600,rules,v1,罐体,0.1697874516248703,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,罐体,0.1697874516248703,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01-01人孔法兰v1.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16688844561576843,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16688844561576843,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224070-04-07捕集口v1.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.171127051115036,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.171127051115036,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01-01人孔法兰v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16688653826713562,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16688653826713562,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230101102-12手轮组件v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.19683055579662323,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.19683055579662323,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v3.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16733375191688538,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16733375191688538,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225009-04-03阀体v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16559918224811554,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16559918224811554,0.17,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.17047974467277527,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,传动件,0.17047974467277527,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0001超声波法兰v2.dxf,ok,moderate_component,0.600,rules,v1,罐体,0.17385128140449524,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,True,罐体,0.17385128140449524,0.17,eligible
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-04轴头组件v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16729165613651276,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,Standard_Part,0.55,False,传动件,0.16729165613651276,0.17,below_threshold
