file,status,part_type,confidence,confidence_source,rule_version,graph2d_label,graph2d_confidence,graph2d_temperature,graph2d_temperature_source,graph2d_is_drawing_type,graph2d_ensemble_enabled,graph2d_ensemble_size,graph2d_voting,filename_label,filename_confidence,filename_match_type,filename_extracted_name,hybrid_label,hybrid_confidence,hybrid_source,hybrid_path,titleblock_label,titleblock_confidence,titleblock_part_name,titleblock_drawing_number,titleblock_material,titleblock_raw_texts_count,titleblock_region_entities_count,fusion_label,fusion_confidence,soft_override_eligible,soft_override_label,soft_override_confidence,soft_override_threshold,soft_override_reason,agree_with_graph2d,correct_label,notes,reviewer,review_date
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0724006-05上封头组件v3.dxf,ok,机械制图,0.900,fusion,L2-Fusion-v1,装配图,0.11999879032373428,,,True,True,2,soft,上封头组件,0.95,exact,上封头组件,上封头组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.11999879032373428,0.17,confidence_source_not_rules,N,上封头组件,从文件名提取: 上封头组件; 低置信度(0.12),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-01人孔v2.dxf,ok,complex_assembly,0.550,rules,v1,机械制图,0.09063468873500824,,,True,True,2,soft,人孔,0.95,exact,人孔,人孔,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.09063468873500824,0.17,graph2d_drawing_type,N,人孔,从文件名提取: 人孔; 低置信度(0.09),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231301522-01轴向定位轴承v2.dxf,ok,轴承,0.900,fusion,L2-Fusion-v1,架类,0.3285893201828003,,,False,True,2,soft,轴向定位轴承,0.95,exact,轴向定位轴承,轴向定位轴承,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,架类,0.3285893201828003,0.17,confidence_source_not_rules,N,轴向定位轴承,从文件名提取: 轴向定位轴承,auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2825003-05下筒体组件v2.dxf,ok,complex_assembly,0.550,rules,v1,机械制图,0.06664542853832245,,,True,True,2,soft,下筒体组件,0.95,exact,下筒体组件,下筒体组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.06664542853832245,0.17,graph2d_drawing_type,N,下筒体组件,从文件名提取: 下筒体组件; 低置信度(0.07),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ14240301522-00防爆视灯组件v2.dxf,ok,complex_assembly,0.550,rules,v1,零件图,0.05524633824825287,,,True,True,2,soft,防爆视灯组件,0.95,exact,防爆视灯组件,防爆视灯组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.05524633824825287,0.17,graph2d_drawing_type,N,防爆视灯组件,从文件名提取: 防爆视灯组件; 低置信度(0.06),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ14240301522-00防爆视灯组件v1.dxf,ok,complex_assembly,0.550,rules,v1,零件图,0.05524633824825287,,,True,True,2,soft,防爆视灯组件,0.95,exact,防爆视灯组件,防爆视灯组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.05524633824825287,0.17,graph2d_drawing_type,N,防爆视灯组件,从文件名提取: 防爆视灯组件; 低置信度(0.06),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01232801522-01电加热箱v2.dxf,ok,箱体,0.900,fusion,L2-Fusion-v1,风叶(改),0.19570185244083405,,,False,True,2,soft,电加热箱,0.95,exact,电加热箱,电加热箱,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,风叶(改),0.19570185244083405,0.17,confidence_source_not_rules,N,电加热箱,从文件名提取: 电加热箱; 低置信度(0.20),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225047-04罐体部分v3.dxf,ok,挡板,0.900,fusion,L2-Fusion-v1,差动机构,0.2704838216304779,,,False,True,2,soft,罐体部分,0.95,exact,罐体部分,罐体部分,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,差动机构,0.2704838216304779,0.17,confidence_source_not_rules,N,罐体部分,从文件名提取: 罐体部分; 低置信度(0.27),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2825002-06上筒体组件v1.dxf,ok,complex_assembly,0.550,rules,v1,夹具,0.3559735417366028,,,False,True,2,soft,上筒体组件,0.95,exact,上筒体组件,上筒体组件,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,True,夹具,0.3559735417366028,0.17,eligible,N,上筒体组件,从文件名提取: 上筒体组件,auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225004-04-04轴头组件v1.dxf,ok,complex_assembly,0.550,rules,v1,零件图,0.0846666768193245,,,True,True,2,soft,轴头组件,0.95,exact,轴头组件,轴头组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.0846666768193245,0.17,graph2d_drawing_type,N,轴头组件,从文件名提取: 轴头组件; 低置信度(0.08),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224036-10搅拌减速机机罩v2.dxf,ok,罩,0.900,fusion,L2-Fusion-v1,夹具,0.903397798538208,,,False,True,2,soft,搅拌减速机机罩,0.95,exact,搅拌减速机机罩,搅拌减速机机罩,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,夹具,0.903397798538208,False,夹具,0.903397798538208,0.17,confidence_source_not_rules,N,搅拌减速机机罩,从文件名提取: 搅拌减速机机罩,auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231301522-00蜗轮蜗杆传动出料机构v2.dxf,ok,蜗杆,0.900,fusion,L2-Fusion-v1,装配图,0.1841738075017929,,,True,True,2,soft,蜗轮蜗杆传动出料机构,0.95,exact,蜗轮蜗杆传动出料机构,蜗轮蜗杆传动出料机构,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.1841738075017929,0.17,confidence_source_not_rules,N,蜗轮蜗杆传动出料机构,从文件名提取: 蜗轮蜗杆传动出料机构; 低置信度(0.18),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225001-09-04旋转组件v1.dxf,ok,旋转组件,1.000,fusion,L2-Fusion-v1,装配图,0.4649132192134857,,,True,True,2,soft,旋转组件,0.95,exact,旋转组件,旋转组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,装配图,0.4649132192134857,0.17,confidence_source_not_rules,N,旋转组件,从文件名提取: 旋转组件,auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012303106-0030连接法兰(大)v1.dxf,ok,moderate_component,0.600,rules,v1,机械制图,0.19467997550964355,,,True,True,2,soft,连接法兰(大),0.95,exact,连接法兰(大),连接法兰(大),0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.19467997550964355,0.17,graph2d_drawing_type,N,连接法兰(大),从文件名提取: 连接法兰(大); 低置信度(0.19),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231501522-00短轴承座(盖)v3.dxf,ok,盖,0.900,fusion,L2-Fusion-v1,装配图,0.14365151524543762,,,True,True,2,soft,短轴承座(盖),0.95,exact,短轴承座(盖),短轴承座(盖),0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.14365151524543762,0.17,confidence_source_not_rules,N,短轴承座(盖),从文件名提取: 短轴承座(盖); 低置信度(0.14),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-01人孔v1.dxf,ok,complex_assembly,0.550,rules,v1,机械制图,0.0929802805185318,,,True,True,2,soft,人孔,0.95,exact,人孔,人孔,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.0929802805185318,0.17,graph2d_drawing_type,N,人孔,从文件名提取: 人孔; 低置信度(0.09),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012303106-0001超声波法兰v2.dxf,ok,moderate_component,0.600,rules,v1,零件图,0.2092990279197693,,,True,True,2,soft,超声波法兰,0.95,exact,超声波法兰,超声波法兰,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.2092990279197693,0.17,graph2d_drawing_type,N,超声波法兰,从文件名提取: 超声波法兰; 低置信度(0.21),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224070-04-07捕集口v2.dxf,ok,moderate_component,0.600,rules,v1,压紧片,0.14797063171863556,,,False,True,2,soft,捕集口,0.95,exact,捕集口,捕集口,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,压紧片,0.14797063171863556,0.17,below_threshold,N,捕集口,从文件名提取: 捕集口; 低置信度(0.15),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225047-04罐体部分v1.dxf,ok,挡板,0.900,fusion,L2-Fusion-v1,差动机构,0.2704838216304779,,,False,True,2,soft,罐体部分,0.95,exact,罐体部分,罐体部分,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,差动机构,0.2704838216304779,0.17,confidence_source_not_rules,N,罐体部分,从文件名提取: 罐体部分; 低置信度(0.27),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0525002-04-02过滤托架v3.dxf,ok,机械制图,0.900,fusion,L2-Fusion-v1,夹具,0.7720033526420593,,,False,True,2,soft,过滤托架,0.95,exact,过滤托架,过滤托架,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,夹具,0.7720033526420593,False,夹具,0.7720033526420593,0.17,confidence_source_not_rules,N,过滤托架,从文件名提取: 过滤托架,auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-05管束v2.dxf,ok,complex_assembly,0.550,rules,v1,装配图,0.6440995335578918,,,True,True,2,soft,管束,0.95,exact,管束,管束,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.6440995335578918,0.17,graph2d_drawing_type,N,管束,从文件名提取: 管束,auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2825002-09下轴承支架组件v1.dxf,ok,轴承,0.900,fusion,L2-Fusion-v1,夹具,0.16704413294792175,,,False,True,2,soft,下轴承支架组件,0.95,exact,下轴承支架组件,下轴承支架组件,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,夹具,0.16704413294792175,0.17,confidence_source_not_rules,N,下轴承支架组件,从文件名提取: 下轴承支架组件; 低置信度(0.17),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225004-08搅拌轴组件v1.dxf,ok,旋转组件,0.900,fusion,L2-Fusion-v1,零件图,0.17587028443813324,,,True,True,2,soft,搅拌轴组件,0.95,exact,搅拌轴组件,搅拌轴组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.17587028443813324,0.17,confidence_source_not_rules,N,搅拌轴组件,从文件名提取: 搅拌轴组件; 低置信度(0.18),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J3025001-12轴承座v2.dxf,ok,轴承,0.900,fusion,L2-Fusion-v1,喷雾器组件（改）,0.13224661350250244,,,False,True,2,soft,轴承座,0.95,exact,轴承座,轴承座,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,喷雾器组件（改）,0.13224661350250244,0.17,confidence_source_not_rules,N,轴承座,从文件名提取: 轴承座; 低置信度(0.13),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225054-15罐体支腿v1.dxf,ok,支腿,0.900,fusion,L2-Fusion-v1,机械制图,0.12394068390130997,,,True,True,2,soft,罐体支腿,0.95,exact,罐体支腿,罐体支腿,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.12394068390130997,0.17,confidence_source_not_rules,N,罐体支腿,从文件名提取: 罐体支腿; 低置信度(0.12),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224014-09液压开盖组件v1.dxf,ok,底板,0.900,fusion,L2-Fusion-v1,装配图,0.10832251608371735,,,True,True,2,soft,液压开盖组件,0.95,exact,液压开盖组件,液压开盖组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.10832251608371735,0.17,confidence_source_not_rules,N,液压开盖组件,从文件名提取: 液压开盖组件; 低置信度(0.11),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925004-04-01底板v2.dxf,ok,底板,0.900,fusion,L2-Fusion-v1,零件图,0.16642624139785767,,,True,True,2,soft,底板,0.95,exact,底板,底板,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.16642624139785767,0.17,confidence_source_not_rules,N,底板,从文件名提取: 底板; 低置信度(0.17),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012303106-0030连接法兰(大)v2.dxf,ok,moderate_component,0.600,rules,v1,机械制图,0.19466474652290344,,,True,True,2,soft,连接法兰(大),0.95,exact,连接法兰(大),连接法兰(大),0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.19466474652290344,0.17,graph2d_drawing_type,N,连接法兰(大),从文件名提取: 连接法兰(大); 低置信度(0.19),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224025-06-01-03出料凸缘v2.dxf,ok,complex_assembly,0.550,rules,v1,机械制图,0.1420186311006546,,,True,True,2,soft,出料凸缘,0.95,exact,出料凸缘,出料凸缘,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.1420186311006546,0.17,graph2d_drawing_type,N,出料凸缘,从文件名提取: 出料凸缘; 低置信度(0.14),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012303106-0001超声波法兰v1.dxf,ok,moderate_component,0.600,rules,v1,零件图,0.2042900174856186,,,True,True,2,soft,超声波法兰,0.95,exact,超声波法兰,超声波法兰,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.2042900174856186,0.17,graph2d_drawing_type,N,超声波法兰,从文件名提取: 超声波法兰; 低置信度(0.20),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231301522-00蜗轮蜗杆传动出料机构v3.dxf,ok,蜗杆,0.900,fusion,L2-Fusion-v1,装配图,0.1841738075017929,,,True,True,2,soft,蜗轮蜗杆传动出料机构,0.95,exact,蜗轮蜗杆传动出料机构,蜗轮蜗杆传动出料机构,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.1841738075017929,0.17,confidence_source_not_rules,N,蜗轮蜗杆传动出料机构,从文件名提取: 蜗轮蜗杆传动出料机构; 低置信度(0.18),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-01-01人孔法兰v2.dxf,ok,moderate_component,0.600,rules,v1,零件图,0.16195017099380493,,,True,True,2,soft,人孔法兰,0.95,exact,人孔法兰,人孔法兰,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.16195017099380493,0.17,graph2d_drawing_type,N,人孔法兰,从文件名提取: 人孔法兰; 低置信度(0.16),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01230901522-00汽水分离器v2.dxf,ok,支腿,0.900,fusion,L2-Fusion-v1,压紧片,0.07644142210483551,,,False,True,2,soft,汽水分离器,0.95,exact,汽水分离器,汽水分离器,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,压紧片,0.07644142210483551,0.17,confidence_source_not_rules,N,汽水分离器,从文件名提取: 汽水分离器; 低置信度(0.08),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0724006-05上封头组件v1.dxf,ok,机械制图,0.900,fusion,L2-Fusion-v1,装配图,0.1380443125963211,,,True,True,2,soft,上封头组件,0.95,exact,上封头组件,上封头组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.1380443125963211,0.17,confidence_source_not_rules,N,上封头组件,从文件名提取: 上封头组件; 低置信度(0.14),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224014-09液压开盖组件v2.dxf,ok,底板,0.900,fusion,L2-Fusion-v1,装配图,0.10832251608371735,,,True,True,2,soft,液压开盖组件,0.95,exact,液压开盖组件,液压开盖组件,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.6000000000000001,False,装配图,0.10832251608371735,0.17,confidence_source_not_rules,N,液压开盖组件,从文件名提取: 液压开盖组件; 低置信度(0.11),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225009-04-03阀体v1.dxf,ok,complex_assembly,0.550,rules,v1,夹具,0.3313111662864685,,,False,True,2,soft,阀体,0.95,exact,阀体,阀体,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,True,夹具,0.3313111662864685,0.17,eligible,N,阀体,从文件名提取: 阀体,auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225054-15-01支承座v2.dxf,ok,盖,0.900,fusion,L2-Fusion-v1,机械制图,0.1718921661376953,,,True,True,2,soft,支承座,0.95,exact,支承座,支承座,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,机械制图,0.1718921661376953,0.17,confidence_source_not_rules,N,支承座,从文件名提取: 支承座; 低置信度(0.17),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231201522-00拖车DN1500v2.dxf,ok,complex_assembly,0.550,rules,v1,机械制图,0.21512213349342346,,,True,True,2,soft,拖车,0.5,partial_low,拖车DN1500,拖车,0.35,fusion,filename_extracted;graph2d_drawing_type_ignored;fusion_scored,,,,,,,,Standard_Part,0.55,False,机械制图,0.21512213349342346,0.17,graph2d_drawing_type,N,拖车,从文件名提取: 拖车DN1500; 低置信度(0.22),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224071-11-02过滤芯组件v1.dxf,ok,机械制图,0.900,fusion,L2-Fusion-v1,风叶(改),0.13744182884693146,,,False,True,2,soft,过滤芯组件,0.95,exact,过滤芯组件,过滤芯组件,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,风叶(改),0.13744182884693146,0.17,confidence_source_not_rules,N,过滤芯组件,从文件名提取: 过滤芯组件; 低置信度(0.14),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01232801522-01电加热箱v1.dxf,ok,箱体,0.900,fusion,L2-Fusion-v1,风叶(改),0.19577015936374664,,,False,True,2,soft,电加热箱,0.95,exact,电加热箱,电加热箱,0.95,filename,filename_extracted;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,风叶(改),0.19577015936374664,0.17,confidence_source_not_rules,N,电加热箱,从文件名提取: 电加热箱; 低置信度(0.20),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925004-04-01底板v1.dxf,ok,底板,0.900,fusion,L2-Fusion-v1,零件图,0.17130208015441895,,,True,True,2,soft,底板,0.95,exact,底板,底板,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.17130208015441895,0.17,confidence_source_not_rules,N,底板,从文件名提取: 底板; 低置信度(0.17),auto,2026-01-27
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012306102-0084调节螺栓v2.dxf,ok,moderate_component,0.600,rules,v1,零件图,0.1051551029086113,,,True,True,2,soft,调节螺栓,0.95,exact,调节螺栓,调节螺栓,0.95,filename,filename_extracted;graph2d_drawing_type_ignored;filename_high_conf_adopted,,,,,,,,Standard_Part,0.55,False,零件图,0.1051551029086113,0.17,graph2d_drawing_type,N,调节螺栓,从文件名提取: 调节螺栓; 低置信度(0.11),auto,2026-01-27
