file_name,output_path,status,error,relative_path,source_dir
31001-1.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/31001-1.dxf,ok,,31001-1.dwg,机械零件CAD图纸
31001-2.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/31001-2.dxf,ok,,31001-2.dwg,机械零件CAD图纸
32001差动机构.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/32001差动机构.dxf,ok,,32001差动机构.dwg,机械零件CAD图纸
35001滑板装配图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/35001滑板装配图.dxf,ok,,35001滑板装配图.dwg,机械零件CAD图纸
4.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/4.dxf,ok,,4.dwg,机械零件CAD图纸
44001液压原理图 070210.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/44001液压原理图 070210.dxf,ok,,44001液压原理图 070210.dwg,机械零件CAD图纸
44002液压系统管路图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/44002液压系统管路图.dxf,ok,,44002液压系统管路图.dwg,机械零件CAD图纸
5.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/5.dxf,ok,,5.dwg,机械零件CAD图纸
52001组合刀架装配图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/52001组合刀架装配图.dxf,ok,,52001组合刀架装配图.dwg,机械零件CAD图纸
6.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/6.dxf,ok,,6.dwg,机械零件CAD图纸
61001.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/61001.dxf,ok,,61001.dwg,机械零件CAD图纸
7.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/7.dxf,ok,,7.dwg,机械零件CAD图纸
71001小立柱装配图2.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/71001小立柱装配图2.dxf,ok,,71001小立柱装配图2.dwg,机械零件CAD图纸
71002小立柱油缸装配图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/71002小立柱油缸装配图.dxf,ok,,71002小立柱油缸装配图.dwg,机械零件CAD图纸
8.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/8.dxf,ok,,8.dwg,机械零件CAD图纸
9.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/9.dxf,ok,,9.dwg,机械零件CAD图纸
PE2540.0.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/PE2540.0.dxf,ok,,PE2540.0.dwg,机械零件CAD图纸
底座视图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/底座视图.dxf,ok,,底座视图.dwg,机械零件CAD图纸
机件多面视图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机件多面视图.dxf,ok,,机件多面视图.dwg,机械零件CAD图纸
泵.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/泵.dxf,ok,,泵.dwg,机械零件CAD图纸
泵盖图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/泵盖图.dxf,ok,,泵盖图.dwg,机械零件CAD图纸
阀视图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/阀视图.dxf,ok,,阀视图.dwg,机械零件CAD图纸
FU200-02-01-1.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-01-1.dxf,ok,,FU200-02-01-1.DWG,机械零件CAD图纸
FU200-02-01-2.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-01-2.dxf,ok,,FU200-02-01-2.DWG,机械零件CAD图纸
FU200-02-05.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-05.dxf,ok,,FU200-02-05.DWG,机械零件CAD图纸
FU200-02-06.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-06.dxf,ok,,FU200-02-06.DWG,机械零件CAD图纸
FU200-02-13-01.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-13-01.dxf,ok,,FU200-02-13-01.DWG,机械零件CAD图纸
GB27-88.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/GB27-88.dxf,ok,,GB27-88.DWG,机械零件CAD图纸
JDA00000.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDA00000.dxf,ok,,JDA00000.DWG,机械零件CAD图纸
JDB00000.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDB00000.dxf,ok,,JDB00000.DWG,机械零件CAD图纸
JDC00000.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDC00000.dxf,ok,,JDC00000.DWG,机械零件CAD图纸
JDD00000.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDD00000.dxf,ok,,JDD00000.DWG,机械零件CAD图纸
JDE00000.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDE00000.dxf,ok,,JDE00000.DWG,机械零件CAD图纸
JDF00000.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDF00000.dxf,ok,,JDF00000.DWG,机械零件CAD图纸
ZHITUI.DWG,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/ZHITUI.dxf,ok,,ZHITUI.DWG,机械零件CAD图纸
