file,raw_texts,part_name,drawing_number,material,raw_texts_count,region_entities_count
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11捕集器组件v2.dxf,图样名称:捕集器组件 | 图样代号:J0224071-11 | 比例:1:4 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:组合件 | 重量:28.4 | 图号或标准号:J0224071-11-01 | 名称及规格型号:顶盖组件 | 数量:1 | 材料:组焊件 | 单重:2.3 | 总重:2.3 | 图号或标准号:200702522074 | 名称及规格型号:旋转式清洗球 %%C25 | 数量:1 | 材料:组合件 | 单重:0.3 | 总重:0.3 | 备注:外购件 | 图号或标准号:J0224071-11-02 | 名称及规格型号:过滤芯组件 | 数量:1 | 材料:组焊件 | 单重:4.9 | 总重:4.9 | 图号或标准号:ISO | 名称及规格型号:快开垫片 DN100 | 数量:2 | 材料:RPTFE | 单重:0.01 | 总重:0.02 | 图号或标准号:ISO | 名称及规格型号:卡箍 DN100 | 数量:2 | 材料:组合件 | 单重:1 | 总重:2 | 图号或标准号:J0224071-11-03 | 名称及规格型号:器本体 | 数量:1 | 材料:组焊件 | 单重:17.6 | 总重:17.6 | 图号或标准号:ISO | 名称及规格型号:快开垫片 DN80 | 数量:1 | 材料:RPTFE | 单重:0.01 | 总重:0.01 | 图号或标准号:ISO | 名称及规格型号:卡箍 DN80 | 数量:1 | 材料:组合件 | 单重:0.5 | 总重:0.5 | 图号或标准号:J0224071-11-04 | 名称及规格型号:捕集清洗杆 | 数量:1 | 材料:组焊件 | 单重:0.4 | 总重:0.4 | 图号或标准号:ISO | 名称及规格型号:卡箍 DN32 | 数量:1 | 材料:组合件 | 单重:0.36 | 总重:0.36 | 图号或标准号:ISO | 名称及规格型号:快开垫片 DN32 | 材料:RPTFE,捕集器组件,J0224071-11,组合件,72,72
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15罐体支腿v1.dxf,图样名称:罐体支腿 | 图样代号:J0225054-15 | 比例:1:5 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:组合件 | 重量:215 | 图号或标准号:J0223007-11-01 | 名称及规格型号:支腿定位销 | 数量:1 | 材料:S30408 | 单重:0.68 | 总重:0.68 | 图号或标准号:J0225054-15-01 | 名称及规格型号:支承座 | 数量:1 | 材料:组焊件 | 单重:71 | 总重:71 | 图号或标准号:GB/T 93-1987 | 名称及规格型号:标准型弹簧垫圈 20 | 数量:9 | 材料:S30408 | 图号或标准号:GB/T 5782-2016 | 名称及规格型号:六角头螺栓 M20X50 | 数量:4 | 材料:A2-70 | 图号或标准号:GB/T 5782-2016 | 名称及规格型号:六角头螺栓 M20X45 | 数量:5 | 材料:A2-70 | 图号或标准号:J0225054-15-02 | 名称及规格型号:支腿 | 数量:1 | 材料:组焊件 | 单重:142 | 总重:142,罐体支腿,J0225054-15,组合件,38,38
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0001超声波法兰.dxf,图样名称:超声波法兰 | 图样代号:LTJ012303106-0001 | 比例:1:3 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:S31603Ⅱ | 重量:4.8,超声波法兰,LTJ012303106-0001,S31603Ⅱ,8,8
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0030连接法兰(大)v2.dxf,图样名称:连接法兰(大) | 图样代号:LTJ012303106-0030 | 比例:1:4 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:S31603Ⅱ | 重量:27,连接法兰(大),LTJ012303106-0030,S31603Ⅱ,8,8
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v1.dxf,"图样名称:再沸器 | 客户名称:凯莱英生命科学技术(天津)有限公司 | 图样代号:J2925001-00 | 页数:1 | 页码:1 | 版本号:1 | 图号或标准号:GB/T 25198-2023 | 名称及规格型号:保温封头 EHA 1800X3 | 材料:S30408 | 图号或标准号:201305501001 | 名称及规格型号:保温棉 | 材料:硅酸铝 | 图号或标准号:GB/T 25198-2023 | 名称及规格型号:椭圆形封头 EHA 1700X6(5.1) | 材料:S30408 | 图号或标准号:GB/T 700-2016 | 名称及规格型号:保温支撑环 %%c1800X%%c1712X12 | 材料:Q235B | 图号或标准号:GB/T 713.7-2023 | 名称及规格型号:保温筒体 %%c1806(外)X3,L=2450 | 材料:S30408 | 图号或标准号:GB/T 713.7-2023 | 名称及规格型号:筒体 %%c1700X8,L=2400 | 材料:S30408 | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰 SO 32(B)-16 RF | 材料:S30408Ⅱ | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C38X3,L=1154 | 材料:S30408 | 图号或标准号:GB/T 713.7-2023 | 名称及规格型号:筋板 T=4 | 材料:S30408 | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰 SO 50(B)-16 RF | 材料:S30408Ⅱ | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C57X3,L=154 | 材料:S30408 | 图号或标准号:GB/T 713.7-2023 | 名称及规格型号:加强圈 %%c1716X%%c1800X6 | 材料:S30408 | 序号:13 | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰 SO 200(B)-16 RF | 数量:1 | 材料:S30408Ⅱ | 单重:10.6 | 总重:10.6 | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C219X4,L=154 | 材料:S30408 | 图号或标准号:J2925001-01 | 名称及规格型号:人孔 | 材料:组合件 | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰 SO 80(B)-16 RF | 材料:S30408Ⅱ | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C89X3,L=1154 | 材料:S30408 | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C18X3,L=98 | 材料:S30408 | 图号或标准号:J2925001-02 | 名称及规格型号:螺纹接头 | 材料:S30408 | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C38X3,L=154 | 材料:S30408 | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰 SO 25(B)-16 RF | 材料:S30408Ⅱ | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C32X3,L=154 | 材料:S30408 | 图号或标准号:HG/T 20606-2009 | 名称及规格型号:法兰垫片 RF 25-16 | 材料:PTFE | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰盖 BL 25(B)-16 RF | 材料:S30408 | 图号或标准号:GB/T 5782-2016 | 名称及规格型号:六角头螺栓 M12X55 | 材料:A2-70 | 图号或标准号:GB/T 93-1987 | 名称及规格型号:标准型弹簧垫圈 12 | 材料:S30408 | 图号或标准号:GB/T 95-2002 | 名称及规格型号:C级平垫圈 12 | 材料:S30408 | 图号或标准号:J2925001-03 | 名称及规格型号:吊耳 | 材料:S30408 | 图号或标准号:J2925001-04 | 名称及规格型号:筒体法兰 | 材料:S30408Ⅱ | 图号或标准号:J2925001-05 | 名称及规格型号:管束 | 材料:S30408 | 图号或标准号:J2925001-06 | 名称及规格型号:管箱组件 | 材料:S30408 | 图号或标准号:J2925001-07 | 名称及规格型号:定制垫片 | 材料:RPTFE | 图号或标准号:J2925001-08 | 名称及规格型号:定制垫片 | 材料:RPTFE | 图号或标准号:GB/T 713.7-2023 | 名称及规格型号:短节筒体 %%c550X8,L=491 | 材料:S30408 | 图号或标准号:J2925001-09 | 名称及规格型号:鞍座 | 材料:S30408 | 图号或标准号:HG/T 20606-2009 | 名称及规格型号:法兰垫片 RF 50-16 | 材料:PTFE | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰盖 BL 50(B)-16 RF | 材料:S30408 | 图号或标准号:GB/T 5782-2016 | 名称及规格型号:六角头螺栓 M16X65 | 材料:A2-70 | 图号或标准号:GB/T 93-1987 | 名称及规格型号:标准型弹簧垫圈 16 | 材料:S30408 | 图号或标准号:GB/T 95-2002 | 名称及规格型号:C级平垫圈 16 | 材料:S30408 | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C89X3,L=154 | 材料:S30408 | 图号或标准号:J2925001-10 | 名称及规格型号:铭牌组件 | 材料:S30408 | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C18X3,L=173 | 材料:S30408 | 序号:44 | 图号或标准号:J2925001-11 | 名称及规格型号:导轨 | 数量:2 | 材料:S30408 | 单重:11.7 | 总重:23.4 | 图号或标准号:J2925001-12 | 名称及规格型号:静电接地 T=6 | 材料:S30408 | 图号或标准号:HG/T 20592-2009 | 名称及规格型号:法兰 SO 20(B)-16 RF | 材料:S30408Ⅱ | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%c25X3,L=386 | 材料:S30408 | 图号或标准号:GB/T 24511-2017 | 名称及规格型号:筋板 30X3 | 材料:S30408 | 图号或标准号:J2925001-13 | 名称及规格型号:视镜 DN100 | 材料:组合件 | 图号或标准号:131802522012 | 名称及规格型号:防爆视灯 LED/DV24/防爆 | 材料:组合件 | 序号:51 | 图号或标准号:J2925001-14 | 名称及规格型号:带肩螺栓 | 数量:2 | 材料:S30408 | 单重:0.3 | 总重:0.6 | 图号或标准号:GB/T 901-1988 | 名称及规格型号:B级等长双头螺柱 M16X190 | 材料:A2-70 | 图号或标准号:GB/T 6170-2015 | 名称及规格型号:1型六角螺母 M16 | 材料:A2-50 | 图号或标准号:GB/T 97.1-2002 | 名称及规格型号:平垫圈A级 16 | 材料:S30408 | 图号或标准号:GB/T 93-1987 | 名称及规格型号:标准型弹簧垫圈 16 | 材料:S30408",再沸器,J2925001-00,S30408,183,183
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-05管束v1.dxf,"换热管与管板连接节点图 | 不按比例 | 管孔排布示意图 | 不按比例 | K | 滑道与支撑板连接示意图 | 不按比例 | 不按比例 | Ⅱ | 拉杆与折流板连接详图 | 不按比例 | 点焊 | 防松支耳焊接详图 | 不按比例 | GB/T13296-2023+0.2^0,换热管采用整根无缝管，不得拼接，按Ⅰ级管束进行制造、试验和验收。 3、U形换热管焊接前应进行检查，不得有漏曳，管端内外表面不得有刻痕或其它机械损伤。 4、管端及管板孔必须清除干净，不得有油污、铁屑、铁蚀等。 | 16 | 16 | 15 | 15 | 14 | 14 | 13 | 13 | 12 | 12 | 9 | 9 | 8 | 8 | 5 | 5 | Ⅰ | Ⅰ | 不按比例 | 图样名称:管束 | 图样代号:J2925001-05 | 比例:1:12 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:S30408 | 重量:765 | 序号:1 | 图号或标准号:GB/T 6170-2015 | 名称及规格型号:1型六角螺母 M16 | 数量:8 | 材料:A2-50 | 单重:0.15 | 总重:1.2 | 序号:2 | 图号或标准号:J2925001-05-01 | 名称及规格型号:无缝U形换热管 | 数量:1 | 材料:S30408 | 单重:633 | 总重:633 | 序号:3 | 图号或标准号:GB/T 13296-2013 | 名称及规格型号:定距管 %%c25X2,L=555 | 数量:16 | 材料:S30408 | 单重:0.63 | 总重:10.08 | 序号:4 | 图号或标准号:J2925001-05-02 | 名称及规格型号:支撑板 | 数量:5 | 材料:S30408 | 单重:7 | 总重:35 | 序号:5 | 图号或标准号:GB/T 13296-2013 | 名称及规格型号:定距管 %%c25X2,L=470 | 数量:4 | 材料:S30408 | 单重:0.54 | 总重:2.16 | 序号:6 | 图号或标准号:J2925001-05-03 | 名称及规格型号:拉杆 | 数量:4 | 材料:S30408 | 单重:3.5 | 总重:14 | 序号:7 | 图号或标准号:J2925001-05-04 | 名称及规格型号:管板 | 数量:1 | 材料:S30408 | 单重:53.7 | 总重:53.7 | 序号:8 | 图号或标准号:J2925001-05-05 | 名称及规格型号:滑道 | 数量:2 | 材料:S30408 | 单重:7.8 | 总重:15.6 | 序号:9 | 图号或标准号:J2925001-05-06 | 名称及规格型号:防松支耳 | 数量:2 | 材料:S30408 | 单重:0.05 | 总重:0.1 | Ⅱ",管束,J2925001-05,S30408,106,106
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-10搅拌减速机机罩v1.dxf,"图样名称:搅拌减速机机罩 | 图样代号:J0224036-10 | 比例:1:5 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:组合件 | 重量:31 | 图号或标准号:J0224036-10-01 | 名称及规格型号:机罩底板 T=6 | 数量:1 | 材料:S30408 | 单重:10.2 | 总重:10.2 | 图号或标准号:J0224036-10-02 | 名称及规格型号:机罩主体 T=2 | 数量:1 | 材料:S30408 | 单重:6.4 | 总重:6.4 | 图号或标准号:J0224036-10-03 | 名称及规格型号:机罩上箱体 T=2 | 数量:1 | 材料:S30408 | 单重:4.7 | 总重:4.7 | 图号或标准号:J0224036-10-04 | 名称及规格型号:气动马达罩 T=2 | 数量:1 | 材料:组焊件 | 单重:2.4 | 总重:2.4 | 图号或标准号:J0224036-10-05 | 名称及规格型号:上盖板 T=2 | 数量:1 | 材料:S30408 | 单重:2.6 | 总重:2.6 | 图号或标准号:J0224036-10-06 | 名称及规格型号:正面板 T=2 | 数量:2 | 材料:S30408 | 单重:1.5 | 总重:3 | 图号或标准号:J0224036-10-07 | 名称及规格型号:侧面板 T=2 | 数量:1 | 材料:S30408 | 单重:1 | 总重:1 | 图号或标准号:GB/T 70.1-2008 | 名称及规格型号:内六角圆柱头螺钉 M6X25 | 数量:38 | 材料:S30408 | 单重:0.01 | 总重:0.38 | 图号或标准号:3A | 名称及规格型号:快开接头 2""X3,A=64,L=21.5 | 数量:2 | 材料:S30408 | 单重:0.1 | 总重:0.2",搅拌减速机机罩,J0224036-10,组合件,62,62
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224025-06-01-03出料凸缘v1.dxf,图样名称:出料凸缘 | 图样代号:J0224025-06-01-03 | 页数:1 | 材料名称:组焊件 | 重量:65 | 图号或标准号:J0224025-06-01-03-01 | 名称及规格型号:出料阀座 | 材料:S30408Ⅱ | 备注:本图 | 图号或标准号:GB/T 14976-2012 | 名称及规格型号:接管 %%C273 | 材料:S31603,出料凸缘,J0224025-06-01-03,组焊件,12,12
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v1.dxf,图样名称:拖轮组件 | 图样代号:BTJ01239901522-00 | 比例:1:4 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:组件 | 图号或标准号:BTJ01239901522-01 | 名称及规格型号:拖轮 | 数量:2 | 材料:组件 | 图号或标准号:BTJ01239901522-02 | 名称及规格型号:调整垫板 | 数量:1 | 材料:S31603 | 图号或标准号:BTJ01239901522-03 | 名称及规格型号:托轮支架 | 数量:1 | 材料:组焊件 | 图号或标准号:BTJ01239901522-04 | 名称及规格型号:支承架 | 数量:2 | 材料:S31603 | 图号或标准号:BTJ01239901522-05 | 名称及规格型号:拖轮小轴 | 数量:2 | 材料:S31603 | 图号或标准号:BTJ01239901522-06 | 名称及规格型号:挡圈 | 材料:S31603 | 图号或标准号:GB/T 15398-1994 | 名称及规格型号:螺杆 M14X50 | 材料:A4-70 | 图号或标准号:GB/T 93-1987 | 名称及规格型号:弹性垫圈 14 | 材料:A4 | 图号或标准号:GB/T 41-2016 | 名称及规格型号:1型C级六角螺母 M14 | 材料:A4-70 | 图号或标准号:GB/T 5783-2016 | 名称及规格型号:全螺纹六角头螺栓 M14X40 | 材料:A4-70 | 图号或标准号:BTJ01239901522-07 | 名称及规格型号:锁紧螺母 | 材料:S31603 | 图号或标准号:BTJ01239901522-08 | 名称及规格型号:拖轮调节杆 | 材料:S31603,拖轮组件,BTJ01239901522-00,组件,48,48
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-01下锥体组件v2.dxf,图样名称:下锥体组件 | 图样代号:J0724006-01 | 比例:1:14 | 页码:1 | 页数:1 | 版本号:1 | 材料名称:组合件 | 重量:1172 | 序号:1 | 图号或标准号:J0724006-01-01 | 名称及规格型号:出料法兰 | 数量:1 | 材料:S31603Ⅱ | 单重:16 | 总重:16 | 序号:2 | 图号或标准号:J0724006-01-02 | 名称及规格型号:下测温座 | 数量:1 | 材料:S31603 | 单重:0.6 | 总重:0.6 | 序号:3 | 图号或标准号:J0724006-01-03 | 名称及规格型号:锥体保温封头 | 数量:1 | 材料:S30408 | 单重:221 | 总重:221 | 序号:4 | 图号或标准号:J0724006-01-04 | 名称及规格型号:保温层 | 数量:1 | 材料:硅酸铝 | 单重:22 | 总重:22 | 备注:本图 | 序号:5 | 图号或标准号:J0724006-01-05 | 名称及规格型号:内锥体 | 数量:1 | 材料:S31603 | 单重:730 | 总重:730 | 序号:6 | 图号或标准号:J0724006-01-06 | 名称及规格型号:保温直筒体 %%C1906X4 L=330 | 数量:1 | 材料:S30408 | 单重:63 | 总重:63 | 备注:本图 | 序号:7 | 图号或标准号:J0724006-01-07 | 名称及规格型号:耳式支座 | 数量:4 | 材料:S30408 | 单重:28.6 | 总重:114.4 | 序号:8 | 图号或标准号:J0724006-01-08 | 名称及规格型号:振动器安装座 | 数量:2 | 材料:S30408 | 单重:2.5 | 总重:5,下锥体组件,J0724006-01,组合件,66,66
