file_name,source_path,relative_path,source_dir,suggested_label_cn,suggested_label_en,text_sample,normalized_text_sample,title_block_drawing_number,title_block_part_name,title_block_material,title_block_scale,title_block_sheet,title_block_date,title_block_weight,title_block_company,title_block_projection,title_block_revision,review_drawing_number,review_part_name,review_material,review_scale,review_sheet,review_date,review_weight,review_company,review_projection,review_revision,dimensions_count,dimensions_sample,layers_count,hatches_count,reviewer_label_cn,reviewer_label_en,review_status,review_notes,preview_path,graph2d_label,graph2d_confidence,auto_review_verdict,auto_review_reason,preview_pack_path
夹具二维图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/夹具二维图.dxf,夹具设计/CAD2007/夹具二维图.dwg,机械CAD图纸,夹具二维图,,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \M+5B1B8  \M+5D7A2 | \M+5B1EA      \M+5D7BC | \M+5B2C4\M+5C1CF | \M+5CAFD\M+5C1BF | \M+5C3FB       \M+5B3C6 | \M+5D0F2\M+5BAC5 | \M+5B9A4\M+5BCFE | \M+5D6B8\M...,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \m+5b1b8  \m+5d7a2 | \m+5b1ea      \m+5d7bc | \m+5b2c4\m+5c1cf | \m+5cafd\m+5c1bf | \m+5c3fb       \m+5b3c6 | \m+5d0f2\m+5bac5 | \m+5b9a4\m+5bcfe | \m+5d6b8\m...,,,,,,,,,,,,,,,,,,,,,4,linear:%%C6H7/P6 | linear:%%C6H7/P6 | radial:300.00 | linear:197.00,33,14,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.3094,needs_followup,label_conflict,previews/011_夹具二维图.png
夹具二维图(2000).dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/夹具二维图(2000).dxf,夹具设计/夹具二维图(2000).dwg,机械CAD图纸,夹具二维图(,,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \M+5B1B8  \M+5D7A2 | \M+5B1EA      \M+5D7BC | \M+5B2C4\M+5C1CF | \M+5CAFD\M+5C1BF | \M+5C3FB       \M+5B3C6 | \M+5D0F2\M+5BAC5 | \M+5B9A4\M+5BCFE | \M+5D6B8\M...,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \m+5b1b8  \m+5d7a2 | \m+5b1ea      \m+5d7bc | \m+5b2c4\m+5c1cf | \m+5cafd\m+5c1bf | \m+5c3fb       \m+5b3c6 | \m+5d0f2\m+5bac5 | \m+5b9a4\m+5bcfe | \m+5d6b8\m...,,,,,,,,,,,,,,,,,,,,,4,linear:%%C6H7/P6 | linear:%%C6H7/P6 | radial:300.00 | linear:217.00,33,14,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.3078,needs_followup,label_conflict,previews/012_夹具二维图(2000).png
JDC00000.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDC00000.dxf,JDC00000.DWG,机械零件CAD图纸,示意图,,JD COOO 00 | \M+5BDC1 \M+5B0E8 \M+5B9DE | 1:5 | 1120%%p0.13 | 2650 | R757 | 16-%%C22 | R540 | %%C580 | 2056 | 1175 | \M+5A1F1 | 2 | \M+5A1F1 | 4 | \M+5A1F1 | 5 | \M+5A1F1 | 6 | \M+5A1F1 | 7 | \M+5A...,jd cooo 00 | \m+5bdc1 \m+5b0e8 \m+5b9de | 1:5 | 1120%%p0.13 | 2650 | r757 | 16-%%c22 | r540 | %%c580 | 2056 | 1175 | \m+5a1f1 | 2 | \m+5a1f1 | 4 | \m+5a1f1 | 5 | \m+5a1f1 | 6 | \m+5a1f1 | 7 | \m+5a...,,,,,,,,,,,,,,,,,,,,,13,linear:140 | linear:140 | linear:80 | linear:130 | angular:17%%d,28,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,装配图,0.2918,needs_followup,label_conflict,previews/013_JDC00000.png
压下螺丝.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/压下螺丝.dxf,老接的/压下螺丝.dwg,蜗杆与箱体,紧固件,,,,,,,,,,,,,,,,,,,,,,,,0,,2,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.2769,needs_followup,label_conflict,previews/014_压下螺丝.png
CAD图框.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/CAD图框.dxf,"国家标准CAD模板(A0,A1,A2,A3,A4)文件及块/CAD图框.dwg",机械CAD图纸,图框,,\M+5B1EA\M+5BCC7 | \M+5B4A6\M+5CAFD | \M+5B7D6\M+5A1A1\M+5C7F8 | \M+5B8FC\M+5B8C4\M+5CEC4\M+5BCFE\M+5BAC5 | \M+5C7A9\M+5C3FB | \M+5C4EA\M+5A1A2\M+5D4C2\M+5A1A2\M+5C8D5 | \M+5A3A8\M+5C4EA\M+5D4C2\M+...,\m+5b1ea\m+5bcc7 | \m+5b4a6\m+5cafd | \m+5b7d6\m+5a1a1\m+5c7f8 | \m+5b8fc\m+5b8c4\m+5cec4\m+5bcfe\m+5bac5 | \m+5c7a9\m+5c3fb | \m+5c4ea\m+5a1a2\m+5d4c2\m+5a1a2\m+5c8d5 | \m+5a3a8\m+5c4ea\m+5d4c2\m+...,,,,,,,,,,,,,,,,,,,,,0,,34,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械平面图,0.2703,needs_followup,label_conflict,previews/015_CAD图框.png
站架三视图 - 副本.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/站架三视图 - 副本.dxf,夹具图纸、装配图纸/站架三视图 - 副本.dwg,机械CAD图纸,站架三视图,,站架 | 共   张      第   张 | 比 例 | 重 量 | 阶段标记 | 批 准 | 标准化 | 工 艺 | 审 核 | 设 计 | 年.月.日 | 签 名 | 分 区 | 更改文件号 | 处数 | 标记 | 特性 | 借用件标记 | 媒体编号 | 签  字 | 日  期 | C | B | A | C | B | D | A | 1 | 2 | 3 | 4 | 1 | 2 |...,站架 | 共   张      第   张 | 比 例 | 重 量 | 阶段标记 | 批 准 | 标准化 | 工 艺 | 审 核 | 设 计 | 年.月.日 | 签 名 | 分 区 | 更改文件号 | 处数 | 标记 | 特性 | 借用件标记 | 媒体编号 | 签  字 | 日  期 | c | b | a | c | b | d | a | 1 | 2 | 3 | 4 | 1 | 2 |...,,,科学与工程学院,,,,,,,,,,,,,,,,,,22,linear:210 | linear:240 | linear:75.00 | radial:20.00 | radial:12.00,6,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,reports/experiments/20260120/MECH_4000_DWG_REVIEW_PREVIEWS_20260120/站架三视图 - 副本.png,机械制图,0.2536,needs_followup,label_conflict,previews/016_站架三视图 - 副本.png
站架三视图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/站架三视图.dxf,夹具图纸、装配图纸/站架三视图.dwg,机械CAD图纸,站架三视图,,站架 | 共   张      第   张 | 比 例 | 重 量 | 阶段标记 | 批 准 | 标准化 | 工 艺 | 审 核 | 设 计 | 年.月.日 | 签 名 | 分 区 | 更改文件号 | 处数 | 标记 | 特性 | 借用件标记 | 媒体编号 | 签  字 | 日  期 | C | B | A | C | B | D | A | 1 | 2 | 3 | 4 | 1 | 2 |...,站架 | 共   张      第   张 | 比 例 | 重 量 | 阶段标记 | 批 准 | 标准化 | 工 艺 | 审 核 | 设 计 | 年.月.日 | 签 名 | 分 区 | 更改文件号 | 处数 | 标记 | 特性 | 借用件标记 | 媒体编号 | 签  字 | 日  期 | c | b | a | c | b | d | a | 1 | 2 | 3 | 4 | 1 | 2 |...,,,科学与工程学院,,,,,,,,,,,,,,,,,,22,linear:210 | linear:240 | linear:75.00 | radial:20.00 | radial:12.00,6,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.2536,needs_followup,label_conflict,previews/017_站架三视图.png
52001组合刀架装配图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/52001组合刀架装配图.dxf,52001组合刀架装配图.dwg,机械零件CAD图纸,装配图,,\M+5C9E8\M+5BCC6\M+5D4B1 | \M+5BCEC  \M+5CDBC | \M+5D6F7\M+5C8CE\M+5C9E8\M+5BCC6\M+5CAA6 | \M+5B1EA\M+5D7BC\M+5BBAF\M+5C9F3\M+5B2E9 | \M+5B2FA\M+5C6B7\M+5B9A4\M+5D2D5\M+5CAA6 | \M+5C8D5  \M+5C6DA |...,\m+5c9e8\m+5bcc6\m+5d4b1 | \m+5bcec  \m+5cdbc | \m+5d6f7\m+5c8ce\m+5c9e8\m+5bcc6\m+5caa6 | \m+5b1ea\m+5d7bc\m+5bbaf\m+5c9f3\m+5b2e9 | \m+5b2fa\m+5c6b7\m+5b9a4\m+5d2d5\m+5caa6 | \m+5c8d5  \m+5c6da |...,,,,,,,,,,,,,,,,,,,,,203,linear:136.00 | linear:35.00 | linear:214.00 | linear:\M+5D7EE\M+5B4F3<> | linear:11.00,9,225,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30,reports/experiments/20260120/MECH_4000_DWG_REVIEW_PREVIEWS_20260120/52001组合刀架装配图.png,机械制图,0.2503,needs_followup,label_conflict,previews/018_52001组合刀架装配图.png
FU200-02-05.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-05.dxf,FU200-02-05.DWG,机械零件CAD图纸,轴类,,12.5 | \M+5C9F3   \M+5BACB | \M+5B9A4   \M+5D2D5 | \M+5C8D5   \M+5C6DA | \M+5B5DA       \M+5D5C5 | \M+5B9B2        \M+5D5C5 | 2002.05 | \M+5B8FC\M+5B8C4\M+5CEC4\M+5BCFE\M+5BAC5 | \M+5B4A6\M+5CAFD |...,12.5 | \m+5c9f3   \m+5bacb | \m+5b9a4   \m+5d2d5 | \m+5c8d5   \m+5c6da | \m+5b5da       \m+5d5c5 | \m+5b9b2        \m+5d5c5 | 2002.05 | \m+5b8fc\m+5b8c4\m+5cec4\m+5bcfe\m+5bac5 | \m+5b4a6\m+5cafd |...,,,,,,,,,,,,,,,,,,,,,5,linear:{%%C<>} | linear:{%%C<>} | linear:{%%C<>} | linear:-1.00 | linear:-1.00,5,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,reports/experiments/20260120/MECH_4000_DWG_REVIEW_PREVIEWS_20260120/FU200-02-05.png,机械制图,0.2297,needs_followup,label_conflict,previews/019_FU200-02-05.png
806控制板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/806控制板.dxf,夹具图纸、装配图纸/806控制板.dwg,机械CAD图纸,板类,,11.5 | R2.5 | 376.3 | *R0.5 | 0 | +0.4 | 787.3 | 91%%D | R0.5 | R0.5 | R8 | R4.5 | *108.5 | R4.5 | R8 | R2.5 | 34.5 | ∅ | 3.2 | ∅ | 7 | ∅ | 25%%D | 34.5 | ∅ | 40.3 | ∅ | 59.5 | ∅ | 26%%D | 2.2 | 89...,11.5 | r2.5 | 376.3 | *r0.5 | 0 | +0.4 | 787.3 | 91%%d | r0.5 | r0.5 | r8 | r4.5 | *108.5 | r4.5 | r8 | r2.5 | 34.5 | ∅ | 3.2 | ∅ | 7 | ∅ | 25%%d | 34.5 | ∅ | 40.3 | ∅ | 59.5 | ∅ | 26%%d | 2.2 | 89...,,\M+5C5FA  \M+5D7BC,TITLE,,,,,,,ISION,,,,,,,,,,,8,radial:2-%%c6 | radial:12.00 | linear:6.00 | radial:0.50 | linear:29.29,11,46,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.2202,needs_followup,label_conflict,previews/020_806控制板.png
总装配.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/总装配.dxf,复杂产品出图/图纸/总装配.dwg,机械CAD图纸,总装配,,,,,,,,,,,,,,,,,,,,,,,,16,linear:1117.76 | linear:963.99 | linear:{<>%%p0.05}{}{} | linear:{<>}{}{} | linear:760.85,19,0,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.2197,needs_followup,label_conflict,previews/021_总装配.png
JDA00000.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDA00000.dxf,JDA00000.DWG,机械零件CAD图纸,罩,,\M+5A1F1 | 1 | 4 | 1 | JDAA0000 | \M+5C9CF\M+5BFC7 | 1 | 2 | JDAB0000 | \M+5CFC2\M+5BFC7 | 1 | 3 | JDAC0000 | \M+5D6A7\M+5CDC8 | 2 | 4 | JDA00001 | \M+5B2E5\M+5B0E0 | 1 | Q235-A | 101 | GB93-87 | \...,\m+5a1f1 | 1 | 4 | 1 | jdaa0000 | \m+5c9cf\m+5bfc7 | 1 | 2 | jdab0000 | \m+5cfc2\m+5bfc7 | 1 | 3 | jdac0000 | \m+5d6a7\m+5cdc8 | 2 | 4 | jda00001 | \m+5b2e5\m+5b0e0 | 1 | q235-a | 101 | gb93-87 | \...,,,,,,,,,,,,,,,,,,,,,15,linear:1120 | linear:400 | linear:1000 | radial:R227.5 | radial:R115,27,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.2074,needs_followup,label_conflict,previews/022_JDA00000.png
61001.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/61001.dxf,61001.dwg,机械零件CAD图纸,旋转组件,,J-72X6 Q43-2 | 50X72X12   61910/P5 | 72 J62-3A | 55X78X16  81111/P4 | 40X68X21 NN3008K/P4 | 68X8   Q43-2 | M10X40  J21-9A | 61301 | 61302 | 4X20  J44-1 | 61305 | M6X20  J21-1A | 61304 | 61303 | 613...,j-72x6 q43-2 | 50x72x12   61910/p5 | 72 j62-3a | 55x78x16  81111/p4 | 40x68x21 nn3008k/p4 | 68x8   q43-2 | m10x40  j21-9a | 61301 | 61302 | 4x20  j44-1 | 61305 | m6x20  j21-1a | 61304 | 61303 | 613...,,,,,,,,,,,,,,,,,,,,,136,linear:560.00 | linear:%%c40h6 | linear:32 | linear:160.00 | linear:%%C70,15,109,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.2056,needs_followup,label_conflict,previews/023_61001.png
8.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/8.dxf,8.dwg,机械零件CAD图纸,练习零件图,,,,,,,,,,,,,,,,,,,,,,,,14,linear:58.94 | linear:84.95 | linear:27.74 | linear:20.23 | linear:34.67,4,1,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,,机械制图,0.1981,needs_followup,label_conflict,previews/024_8.png
