file_path,cache_path,taxonomy_v2_class
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0224036-10搅拌减速机机罩v2.dxf,data/graph_cache/15cb8db88d8b0c9ac3ae22af5942abc7.pt,搅拌器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0224070-04-07捕集口v1.dxf,data/graph_cache/099bba9f88e23f17f528f32ce7189a89.pt,分离器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0225004-04-05下封板v1.dxf,data/graph_cache/bee2d46198017ccefee5737d8ac38c3b.pt,封头
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0225004-04-05下封板v2.dxf,data/graph_cache/e7942a8f74c7809dd18ae50ab9bf7948.pt,封头
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0225054-15-01支承座v1.dxf,data/graph_cache/97dbcf671322f9fe3b867ffb8fa6ee16.pt,支架
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0225054-15-01支承座v2.dxf,data/graph_cache/ec5040e98b5621bf4de82cfcae52ef1a.pt,支架
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0525002-04-02过滤托架v1.dxf,data/graph_cache/1195343997de368f57259a2f2ebfd8b0.pt,过滤器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0525002-04-02过滤托架v2.dxf,data/graph_cache/fc0872ccb50f8b0a5d83cd1625276800.pt,过滤器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0525002-04-02过滤托架v3.dxf,data/graph_cache/18f484f1f7cbdf22651682914afa4410.pt,过滤器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J0525002-04-02过滤托架v4.dxf,data/graph_cache/e8000ce2f6c2ee15f4c94267a6202ad1.pt,过滤器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J1424042-00出料正压隔离器v2-yuantus.dxf,data/graph_cache/50994e9b047deda0881776f8c7618051.pt,液压组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925001-00再沸器v1.dxf,data/graph_cache/83741c6a47b6c6c31c055dc393e39404.pt,换热器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925001-00再沸器v2.dxf,data/graph_cache/7b9e040df5d52b2661599c2f56c0fd02.pt,换热器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925001-00再沸器v3.dxf,data/graph_cache/64b6b6300b641fcd1923c76951363cd6.pt,换热器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925001-01人孔v2.dxf,data/graph_cache/15b604b9ba2595e6893a2e32ecb3cb0f.pt,人孔
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925001-05管束v1.dxf,data/graph_cache/be387dac113891e97e9e9b6ce114d4aa.pt,换热器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925001-05管束v2.dxf,data/graph_cache/e0ed24f76ab456b7bfe0d285bb5d0ee1.pt,换热器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925004-04-01底板v1.dxf,data/graph_cache/8b4179434e330179aead73ccd8349c82.pt,板类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/J2925004-04-01底板v2.dxf,data/graph_cache/5b0fa5816cf39b073f4aacea2f07079d.pt,板类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/其他/LTJ012306102-0084调节螺栓v2.dxf,data/graph_cache/6d301e63ff5e4688f6d8a7c33f48442a.pt,紧固件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/弹簧/BTJ01239601522-03扭转弹簧v1.dxf,data/graph_cache/8467f827695410f30a7e99c10aeaa1be.pt,弹簧
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/弹簧/BTJ01239601522-03扭转弹簧v3.dxf,data/graph_cache/5d19d76acfa798442d918d5783b8fade.pt,弹簧
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/法兰/J1424042-51-01-08对接法兰v1.dxf,data/graph_cache/1bb97c7dc703e669ce1605050367cc25.pt,法兰
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/法兰/J1424042-51-01-08对接法兰v2.dxf,data/graph_cache/273eaead9fba2506a8e7efde44db6cdb.pt,法兰
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/法兰/J2925001-01-01人孔法兰v1.dxf,data/graph_cache/216ea11b78eaeb8915dbe5d098071a01.pt,法兰
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/法兰/J2925001-01-01人孔法兰v2.dxf,data/graph_cache/5c610e004cd041e49fa81e72e6463df1.pt,法兰
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/法兰/LTJ012303106-0001超声波法兰.dxf,data/graph_cache/0a73c0fe89eab36e963d5f0fe0bf7317.pt,法兰
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/法兰/LTJ012303106-0001超声波法兰v2.dxf,data/graph_cache/dc8f0baf3a4155479fa2a4ca5c2cb55b.pt,法兰
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/法兰/LTJ012303106-0030连接法兰(大)v2.dxf,data/graph_cache/9f800a27fe96912bc0e9c62552f3061f.pt,法兰
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/BTJ01239901522-00拖轮组件v1.dxf,data/graph_cache/c3a909a94f2d7e353404cd6d626c046c.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/BTJ02230101102-12手轮组件v1.dxf,data/graph_cache/fe2ee2a4c58eeda16cd8faed948e8532.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/BTJ02230101102-12手轮组件v2.dxf,data/graph_cache/d43eec47abab4c5e20378b3e5c2e45db.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/BTJ02230301120-03保护罩组件v1.dxf,data/graph_cache/7fc3905e2b10983bd890eda7088ed260.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/BTJ02230301120-03保护罩组件v2.dxf,data/graph_cache/90fcf1f2d6dd66f80ff475a66d7436a6.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/BTJ14240301522-00防爆视灯组件v1.dxf,data/graph_cache/f9f632add70156884c04df0c99446f2d.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/BTJ14240301522-00防爆视灯组件v2.dxf,data/graph_cache/e5a3a865e76d69bd554ae330543cc2f3.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0224014-09液压开盖组件v1.dxf,data/graph_cache/4bd070d09156d090c4c3ba7f6f068dea.pt,液压组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0224014-09液压开盖组件v2.dxf,data/graph_cache/7a0559a53f2633ac1aed3507b6ced6f8.pt,液压组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0224036-12真空组件v2.dxf,data/graph_cache/2f765bcbc9fbcf8af18fb330b12d2232.pt,液压组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0224071-11-02过滤芯组件v1.dxf,data/graph_cache/57da2de007fe116f90af7cdfc536cd61.pt,过滤器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0224071-11-02过滤芯组件v2.dxf,data/graph_cache/4eabe11c5ec75812716c9d09bde4b376.pt,过滤器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0224071-11捕集器组件v1.dxf,data/graph_cache/52eaf39655e709cfabde693363631545.pt,分离器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0224071-11捕集器组件v2.dxf,data/graph_cache/4a6ebb4d373a7b5bdcce48c269e0348f.pt,分离器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225001-09-04旋转组件v1.dxf,data/graph_cache/61d3b9f82ae0bf00cfb53e6e27b19a57.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225001-09-04旋转组件v2.dxf,data/graph_cache/570eda1748fb4c507aa89b5ba869a96d.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225004-04-04轴头组件v1.dxf,data/graph_cache/996dd14096289f31457a42c0f67f0186.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225004-04-04轴头组件v2.dxf,data/graph_cache/4d68c8e9b8332ca7860889ba5e938545.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225004-04搅拌桨组件v1.dxf,data/graph_cache/1461560363148df4df0617a005d122c7.pt,搅拌器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225004-04搅拌桨组件v2.dxf,data/graph_cache/6655ea037c2e716a294a08135f5d0036.pt,搅拌器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225004-08搅拌轴组件v1.dxf,data/graph_cache/452ec6e06d691ae17ce759cbf69ac431.pt,搅拌器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225048-02-07侧推料组件v1.dxf,data/graph_cache/7c075d3398f15ed96d47adab2e7bd5f3.pt,进出料装置
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0225048-02-07侧推料组件v2.dxf,data/graph_cache/432e0e20450ea63d1dd075ea976ea3c3.pt,进出料装置
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0724006-01下锥体组件v1.dxf,data/graph_cache/509a84e1b63c05e7d05c4110ebe82713.pt,锥体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0724006-01下锥体组件v3.dxf,data/graph_cache/054d9916f8f315a620ab8795e8cd3869.pt,锥体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0724006-02搅拌器组件v1.dxf,data/graph_cache/f233331f239963fa1700d48186ced786.pt,搅拌器
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0724006-05上封头组件v1.dxf,data/graph_cache/49ea81ccb70b94353b0a8619785c267f.pt,封头
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0724006-05上封头组件v2.dxf,data/graph_cache/68394dc65667fd3ec01772b3567f51f3.pt,封头
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J0724006-05上封头组件v3.dxf,data/graph_cache/96b81112ad534e8110ac9277d9e29778.pt,封头
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2824002-06上封头组件v1.dxf,data/graph_cache/d554d5070e33acde8b9e75aa7599b402.pt,封头
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2824002-06上封头组件v2.dxf,data/graph_cache/fbeaa979f86b6f8a3e7d0bdf8c96a115.pt,封头
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2825002-06上筒体组件v1.dxf,data/graph_cache/cb408e55eb0f0d93ba6c95f94bf89f16.pt,筒体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2825002-06上筒体组件v2.dxf,data/graph_cache/0f0c98071bf4dfadf548c7b6175ddb5e.pt,筒体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2825002-06上筒体组件v3.dxf,data/graph_cache/63b2255f27c5367668a9bbd8f43bb7f8.pt,筒体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2825002-09下轴承支架组件v1.dxf,data/graph_cache/3754bde527536bc9c6994f7ddd768d19.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2825002-09下轴承支架组件v2.dxf,data/graph_cache/76477da307f4801632675fee7c1f8212.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2825003-05下筒体组件v1.dxf,data/graph_cache/54c3c69e6cf0f01405470687cfbafdd7.pt,筒体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/组件/J2825003-05下筒体组件v2.dxf,data/graph_cache/7993461b675c4e7fe27b971ce2a454d3.pt,筒体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/罐体/J0225047-04罐体部分v1.dxf,data/graph_cache/0f5a3b19c46b31ba3f567d19856e5d53.pt,罐体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/罐体/J0225047-04罐体部分v2.dxf,data/graph_cache/3e0dc1fd8ba1dd531a3566b72474bfde.pt,罐体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/罐体/J0225047-04罐体部分v3.dxf,data/graph_cache/9f43f60baabcedc9b58717cca94bd1d3.pt,罐体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/罐体/J0225054-15罐体支腿v2.dxf,data/graph_cache/e173f6703b5b71ddf029a3b1d1d73644.pt,罐体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/轴承/BTJ01231301522-01轴向定位轴承v1.dxf,data/graph_cache/78378cb55324f11eeddad68b2a90c91b.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/轴承/BTJ01231301522-01轴向定位轴承v2.dxf,data/graph_cache/934824ac0df899ee210b5f289cfa608b.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/轴承/BTJ01231501522-00短轴承座(盖)v2.dxf,data/graph_cache/d47c2d53c913dc5fcb2673c8a3d183ca.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/轴承/BTJ01231501522-00短轴承座(盖)v3.dxf,data/graph_cache/b6bc67846eedd566bca90fc6ddb2a669.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/轴承/J3025001-12轴承座v1.dxf,data/graph_cache/15f49cd63959ac25dbaa4af5208388a6.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/轴承/J3025001-12轴承座v2.dxf,data/graph_cache/f7f84cb4f56cfe3234b0c5b21c0ebf7c.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/阀体/J0225009-04-03阀体v1.dxf,data/graph_cache/24f000a949690dd5d28b83c4841b6b2e.pt,阀门
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training/阀体/J0225009-04-03阀体v2.dxf,data/graph_cache/a632a5292adea932468092834010d71b.pt,阀门
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/其他/弹簧.dxf,data/graph_cache/09750a3f3f668e0f4e9b685f3c8d4faa.pt,弹簧
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/其他/拨叉.dxf,data/graph_cache/9de68d6c59748a869fc290c36f427d4a.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/其他/支架.dxf,data/graph_cache/bab1b3c6d04d3f652b96a9cc6dbb0242.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/其他/泵盖.dxf,data/graph_cache/86f5ead9456bfb26e798e6b2cc39fad0.pt,泵
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/其他/离合器.dxf,data/graph_cache/1f51e8fe2f711520f7cbbad80a67bdd5.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/其他/阀体.dxf,data/graph_cache/00c5e07d803621b7117103de100a0619.pt,阀门
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/其他/齿轮.dxf,data/graph_cache/9f9f65d2348e257a5d2085244064bb60.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/弹簧类/圆柱螺旋扭转弹簧.dxf,data/graph_cache/4ff8c0da15fdc577fc487f1cfadb3bd1.pt,弹簧
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/弹簧类/弹簧.dxf,data/graph_cache/8c423daef1965be6052fbe9591066501.pt,弹簧
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/盘盖类/压板.dxf,data/graph_cache/0236d384da068a40653349edc0a614b4.pt,板类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/盘盖类/压盖.dxf,data/graph_cache/9ede2137c1153301b3d854a07c534301.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/管阀类/阀体（1）.dxf,data/graph_cache/876a68dac97be1de5ef207392d413fa2.pt,阀门
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/管阀类/阀体（2）.dxf,data/graph_cache/aa1df08a5361b6096cc6f8092b8d44a6.pt,阀门
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/管阀类/阀体（3）.dxf,data/graph_cache/6e02a833b8c9de16742311c4121a2e92.pt,阀门
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/箱体类/箱体（1）.dxf,data/graph_cache/36f3bc2709f9a32b3a5460c7800f161a.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/箱体类/箱体（2）.dxf,data/graph_cache/66db8b3c2f40cbb68618dedc6c98478a.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/箱体类/箱体（3）.dxf,data/graph_cache/3d91f9c3553103c0eba4e591dedaa2a3.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴承支座类/底座.dxf,data/graph_cache/1ffeae7fcfbb09a6e5f57f8cccf73506.pt,支架
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴承支座类/支架.dxf,data/graph_cache/b3e7e69dc44574b622a26ecac0f33db8.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴承支座类/滚动轴承.dxf,data/graph_cache/58be0adbf14b6d36092eaac0b9eb5d86.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴承支座类/轴承座.dxf,data/graph_cache/ac631f0c420b764cd4554cc1e4cff874.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴承支座类/轴承盖.dxf,data/graph_cache/02258e87c8b36916502a3bd3e86452b0.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴承支座类/针刺机底座.dxf,data/graph_cache/edd073d036d5f741bfd54549df3225dc.pt,支架
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/传动轴（图1）.dxf,data/graph_cache/bbc434dd7e92a14296b22777303e073d.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/传动轴（图2）.dxf,data/graph_cache/afc852d47d1817e176aa3c8f04a03a94.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/光轴.dxf,data/graph_cache/17302fb31da965ae15b1185f5d275bb7.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/圆柱齿轮轴.dxf,data/graph_cache/2da2a3a4fd1e0a68bae33d8d062747c2.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/圆锥齿轮轴.dxf,data/graph_cache/eda3a4b6f51de86dca29ba00bc7ecbbb.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/垫圈.dxf,data/graph_cache/b7574fdb57355152ebeed12c4023d611.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/密封圈.dxf,data/graph_cache/228bc08e22642ae13487bf72d451f1bd.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/曲轴.dxf,data/graph_cache/33e1dd4e5efa456fa3c22e31f83cb1f5.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/止动垫圈.dxf,data/graph_cache/412a524bf405b1a0e19b3031ad2cae93.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/螺杆.dxf,data/graph_cache/970046dd73fd9f7c17d6518c32790418.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/轴套.dxf,data/graph_cache/6a418eaf8f787a905d9811e5bebdbc55.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/输出轴.dxf,data/graph_cache/c2560a0a306354e2b09f59db58497327.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/配钻轴.dxf,data/graph_cache/a073e7b65fdd2f8fb924a5a21c710daf.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/锥齿轮轴.dxf,data/graph_cache/de347932d7265378c5e66cb934707b47.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/轴类/阶梯轴.dxf,data/graph_cache/f4dee61a81dca905f1afab85a4c220d3.pt,轴类
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/连杆叉架类/拨叉.dxf,data/graph_cache/c1221de99cbafdbb6ac2a86aecd713a8.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/连杆叉架类/支架.dxf,data/graph_cache/16697e1fa6cd230c7e323efbd7938f0d.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/连杆叉架类/支架2.dxf,data/graph_cache/ea6feb66cc429f38ef0462075781127a.pt,轴承座
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/齿轮类/蜗杆（1）.dxf,data/graph_cache/3e18a3f18bd8feacd841bea50818cb06.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/齿轮类/蜗杆（2）.dxf,data/graph_cache/6fb303686909d5ba28aaab412cfc626f.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v2/齿轮类/齿轮.dxf,data/graph_cache/fb39eec89328b411f1e5e5c99360e523.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/传动件/蜗杆端盖.dxf,data/graph_cache/423c1862f7d3f5a17577131f3f1f6383.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/传动件/蜗杆（1）.dxf,data/graph_cache/1ad30e7add99107c6e8e4fc10ff279cd.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/传动件/蜗杆（2）.dxf,data/graph_cache/8582ba4ce5f1ef0489f43f1ce0376ef2.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/其他/压盖.dxf,data/graph_cache/f2e5796f0d3908d2788d33cb59084a67.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/其他/弹簧.dxf,data/graph_cache/061a0295e436c1e0999066d18f659c73.pt,弹簧
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/其他/拨叉.dxf,data/graph_cache/1618638dce5ef97b8b0694d617e8ec47.pt,旋转组件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/其他/泵盖.dxf,data/graph_cache/667c9976a30d0804861353b14e7e2964.pt,泵
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/其他/离合器.dxf,data/graph_cache/ac192f0c7a86624125336ccad3d8d9fc.pt,传动件
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/其他/阀体.dxf,data/graph_cache/ee97d0740b9238e013d0776fbf05356e.pt,阀门
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/其他/齿轮.dxf,data/graph_cache/fefce1a7cf73bca60597b703cc03b035.pt,盖罩
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/三通壳体焊合.dxf,data/graph_cache/31378c37c793ba97ccd1e098a11ebe49.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/四通（1）.dxf,data/graph_cache/854aae908306b4354ee35fbd5c9eb804.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/四通（2）.dxf,data/graph_cache/5c09ac1adaf0844e3768ccd6ede0828b.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/挡盖.dxf,data/graph_cache/94fa910570d4e880fd674a778817bbac.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/法兰盘（1）.dxf,data/graph_cache/b12f4cf6f41bfe4f7c61125fb5035536.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/法兰盘（2）.dxf,data/graph_cache/deba640f446527e6b0101282d88d1c2c.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/焊接式三通管接头.dxf,data/graph_cache/7316eb2df3217c6cf7f6a61fc44678e3.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/球阀.dxf,data/graph_cache/f24863de545e2cd0c6e7c0d3acb9f704.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/端盖（1）.dxf,data/graph_cache/2da8782c831142cca9fbd4bd81835b38.pt,箱体
/Users/chouhua/Downloads/Github/cad-ml-platform/data/training_v3/壳体类/端盖（2）.dxf,data/graph_cache/76edc6763be71c4e561cf0c76c097e8c.pt,箱体
