file,status,part_type,confidence,confidence_source,rule_version,graph2d_label,graph2d_confidence,graph2d_temperature,graph2d_temperature_source,filename_label,filename_confidence,filename_match_type,filename_extracted_name,hybrid_label,hybrid_confidence,hybrid_source,hybrid_path,titleblock_label,titleblock_confidence,titleblock_part_name,titleblock_drawing_number,titleblock_material,titleblock_raw_texts_count,titleblock_region_entities_count,fusion_label,fusion_confidence,soft_override_eligible,soft_override_label,soft_override_confidence,soft_override_threshold,soft_override_reason
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2824002-06上封头组件v1.dxf,ok,盖,0.900,fusion,L2-Fusion-v1,罐体,0.16888898611068726,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,上封头组件,0.95,exact,上封头组件,上封头组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,上封头组件,0.85,上封头组件,J2824002-06,组合件,82,82,Standard_Part,0.55,False,罐体,0.16888898611068726,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-05下封板v1.dxf,ok,moderate_component,0.600,rules,v1,罐体,0.1697865128517151,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,下封板,0.95,exact,下封板,下封板,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,下封板,0.85,下封板,J0225004-04-05,TA2,8,8,Standard_Part,0.55,False,罐体,0.1697865128517151,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.18342022597789764,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,上筒体组件,0.95,exact,上筒体组件,上筒体组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,上筒体组件,0.85,上筒体组件,J2825002-06,组合件,56,56,Standard_Part,0.55,False,传动件,0.18342022597789764,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231201522-00拖车DN1500v2.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.17102797329425812,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,拖车,0.5,partial_low,拖车DN1500,拖车,0.57,fusion,filename_extracted;titleblock_predicted;fusion_scored;fusion_multi_source_bonus,拖车,0.6,拖车DN1500,BTJ01231201522-00,组合件,43,43,Standard_Part,0.55,False,传动件,0.17102797329425812,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-08搅拌轴组件v1.dxf,ok,旋转组件,0.900,fusion,L2-Fusion-v1,传动件,0.1715777963399887,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,搅拌轴组件,0.95,exact,搅拌轴组件,搅拌轴组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,搅拌轴组件,0.85,搅拌轴组件,J0225004-08,组合件,55,55,Standard_Part,0.55,False,传动件,0.1715777963399887,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-00出料正压隔离器v1.dxf,ok,挡板,0.900,fusion,L2-Fusion-v1,传动件,0.17060615122318268,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,出料正压隔离器,0.95,exact,出料正压隔离器,出料正压隔离器,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,出料正压隔离器,0.85,出料正压隔离器,J1424042-00,组合件,25,25,Standard_Part,0.6000000000000001,False,传动件,0.17060615122318268,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231101522-00自动进料装置v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.17380215227603912,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,自动进料装置,0.95,exact,自动进料装置,自动进料装置,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,自动进料装置,0.85,自动进料装置,BTJ01231101522-00,组合件,92,92,Standard_Part,0.6000000000000001,False,传动件,0.17380215227603912,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225048-02-07侧推料组件v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.18994121253490448,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,侧推料组件,0.95,exact,侧推料组件,侧推料组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,侧推料组件,0.85,侧推料组件,J0225048-02-07,组合件,90,90,Standard_Part,0.55,False,传动件,0.18994121253490448,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-51-01-08对接法兰v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.16809363663196564,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,对接法兰,0.95,exact,对接法兰,对接法兰,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,对接法兰,0.85,对接法兰,J1424042-51-01-08,S31603,7,7,Standard_Part,0.55,False,传动件,0.16809363663196564,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.1834118515253067,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,上筒体组件,0.95,exact,上筒体组件,上筒体组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,上筒体组件,0.85,上筒体组件,J2825002-06,组合件,56,56,Standard_Part,0.55,False,传动件,0.1834118515253067,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-00出料正压隔离器v2-yuantus.dxf,ok,挡板,0.900,fusion,L2-Fusion-v1,传动件,0.17060604691505432,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,,0.0,no_match,yuantus,出料正压隔离器,0.17,fusion,filename_extracted;titleblock_predicted;fusion_scored,出料正压隔离器,0.85,出料正压隔离器,J1424042-00,组合件,25,25,Standard_Part,0.6000000000000001,False,传动件,0.17060604691505432,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11捕集器组件v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16805563867092133,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,捕集器组件,0.95,exact,捕集器组件,捕集器组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,捕集器组件,0.85,捕集器组件,J0224071-11,组合件,75,75,Standard_Part,0.55,False,传动件,0.16805563867092133,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/比较_LTJ012306102-0084调节螺栓v1 vs LTJ012306102-0084调节螺栓v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.172820582985878,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,调节螺栓,0.95,exact,调节螺栓,调节螺栓,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,,0.0,小减速机轴,LTJ012306102-0084,45,8,8,Standard_Part,0.55,False,传动件,0.172820582985878,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v1.dxf,ok,挡板,0.900,fusion,L2-Fusion-v1,传动件,0.1773025244474411,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,罐体部分,0.95,exact,罐体部分,罐体部分,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,罐体部分,0.85,罐体部分,J0225047-04,组合件,69,69,Standard_Part,0.6000000000000001,False,传动件,0.1773025244474411,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v2.dxf,ok,挡板,0.900,fusion,L2-Fusion-v1,传动件,0.1773025244474411,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,罐体部分,0.95,exact,罐体部分,罐体部分,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,罐体部分,0.85,罐体部分,J0225047-04,组合件,69,69,Standard_Part,0.6000000000000001,False,传动件,0.1773025244474411,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225034-05罐体部分v1.dxf,ok,盖,0.900,fusion,L2-Fusion-v1,传动件,0.17030571401119232,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,罐体部分,0.95,exact,罐体部分,罐体部分,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,罐体部分,0.85,罐体部分,J0225034-05,组合件,78,78,Standard_Part,0.6000000000000001,False,传动件,0.17030571401119232,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825003-05下筒体组件v1.dxf,ok,complex_assembly,0.550,rules,v1,传动件,0.16724847257137299,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,下筒体组件,0.95,exact,下筒体组件,下筒体组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,下筒体组件,0.85,下筒体组件,J2825003-05,组合件,63,63,Standard_Part,0.55,False,传动件,0.16724847257137299,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J3025001-12轴承座v2.dxf,ok,轴承,0.900,fusion,L2-Fusion-v1,传动件,0.17413440346717834,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,轴承座,0.95,exact,轴承座,轴承座,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,轴承座,0.85,轴承座,J3025001-12,组合件,9,9,Standard_Part,0.55,False,传动件,0.17413440346717834,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-05上封头组件v1.dxf,ok,机械制图,0.900,fusion,L2-Fusion-v1,传动件,0.17177630960941315,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,上封头组件,0.95,exact,上封头组件,上封头组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,上封头组件,0.85,上封头组件,J0724006-05,组合件,54,54,Standard_Part,0.6000000000000001,False,传动件,0.17177630960941315,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231301522-00蜗轮蜗杆传动出料机构v1.dxf,ok,蜗杆,0.900,fusion,L2-Fusion-v1,传动件,0.19101053476333618,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,蜗轮蜗杆传动出料机构,0.95,exact,蜗轮蜗杆传动出料机构,蜗轮蜗杆传动出料机构,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,蜗轮蜗杆传动出料机构,0.85,蜗轮蜗杆传动出料机构,BTJ01231301522-00,组合件,57,57,Standard_Part,0.6000000000000001,False,传动件,0.19101053476333618,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225001-09-04旋转组件v2.dxf,ok,旋转组件,1.000,fusion,L2-Fusion-v1,传动件,0.18816816806793213,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,旋转组件,0.95,exact,旋转组件,旋转组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,旋转组件,0.85,旋转组件,J0225001-09-04,组合件,85,85,Standard_Part,0.55,False,传动件,0.18816816806793213,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230301120-03保护罩组件v2.dxf,ok,罩,0.900,fusion,L2-Fusion-v1,传动件,0.17053472995758057,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,保护罩组件,0.95,exact,保护罩组件,保护罩组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,保护罩组件,0.85,保护罩组件,BTJ02230301120-03,组合件,26,26,Standard_Part,0.55,False,传动件,0.17053472995758057,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ14240301522-00防爆视灯组件v2.dxf,ok,complex_assembly,0.550,rules,v1,罐体,0.15487298369407654,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,防爆视灯组件,0.95,exact,防爆视灯组件,防爆视灯组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,防爆视灯组件,0.85,防爆视灯组件,BTJ14240301522-00,组合件,27,27,Standard_Part,0.55,False,罐体,0.15487298369407654,0.19,below_threshold
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01230901522-00汽水分离器v1.dxf,ok,支腿,0.900,fusion,L2-Fusion-v1,传动件,0.15948058664798737,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,汽水分离器,0.95,exact,汽水分离器,汽水分离器,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,汽水分离器,0.85,汽水分离器,BTJ01230901522-00,S30408,31,31,Standard_Part,0.55,False,传动件,0.15948058664798737,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15罐体支腿v2.dxf,ok,支腿,0.900,fusion,L2-Fusion-v1,传动件,0.17715829610824585,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,罐体支腿,0.95,exact,罐体支腿,罐体支腿,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,罐体支腿,0.85,罐体支腿,J0225054-15,组合件,38,38,Standard_Part,0.55,False,传动件,0.17715829610824585,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11-02过滤芯组件v1.dxf,ok,机械制图,0.900,fusion,L2-Fusion-v1,传动件,0.17599758505821228,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,过滤芯组件,0.95,exact,过滤芯组件,过滤芯组件,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,过滤芯组件,0.85,过滤芯组件,J0224071-11-02,组焊件,60,60,Standard_Part,0.55,False,传动件,0.17599758505821228,0.19,confidence_source_not_rules
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224070-04-07捕集口v2.dxf,ok,moderate_component,0.600,rules,v1,传动件,0.17054109275341034,0.965337,reports/experiments/20260123/GRAPH2D_TEMPERATURE_CALIBRATION_20260124.json,捕集口,0.95,exact,捕集口,捕集口,0.95,filename,filename_extracted;titleblock_predicted;filename_high_conf_adopted,捕集口,0.85,捕集口,J0224070-04-07,组焊件,31,31,Standard_Part,0.55,False,传动件,0.17054109275341034,0.19,below_threshold
