file_name,output_path,status,error,relative_path,source_dir
机械制图53.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图53.dxf,ok,,CAD机械零件图纸127个/10/机械制图53.dwg,机械CAD图纸
机械制图54.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图54.dxf,ok,,CAD机械零件图纸127个/10/机械制图54.dwg,机械CAD图纸
机械制图55.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图55.dxf,ok,,CAD机械零件图纸127个/10/机械制图55.dwg,机械CAD图纸
机械制图56.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图56.dxf,ok,,CAD机械零件图纸127个/11/机械制图56.dwg,机械CAD图纸
机械制图57.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图57.dxf,ok,,CAD机械零件图纸127个/11/机械制图57.dwg,机械CAD图纸
机械制图58.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图58.dxf,ok,,CAD机械零件图纸127个/11/机械制图58.dwg,机械CAD图纸
机械制图59.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图59.dxf,ok,,CAD机械零件图纸127个/11/机械制图59.dwg,机械CAD图纸
机械制图60.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图60.dxf,ok,,CAD机械零件图纸127个/11/机械制图60.dwg,机械CAD图纸
机械制图61.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图61.dxf,ok,,CAD机械零件图纸127个/11/机械制图61.dwg,机械CAD图纸
机械制图62.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图62.dxf,ok,,CAD机械零件图纸127个/11/机械制图62.dwg,机械CAD图纸
机械制图56.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图56.dxf,exists,,CAD机械零件图纸127个/12/机械制图56.dwg,机械CAD图纸
机械制图57.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图57.dxf,exists,,CAD机械零件图纸127个/12/机械制图57.dwg,机械CAD图纸
机械制图58.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图58.dxf,exists,,CAD机械零件图纸127个/12/机械制图58.dwg,机械CAD图纸
机械制图59.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图59.dxf,exists,,CAD机械零件图纸127个/12/机械制图59.dwg,机械CAD图纸
机械制图60.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图60.dxf,exists,,CAD机械零件图纸127个/12/机械制图60.dwg,机械CAD图纸
机械制图61.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图61.dxf,exists,,CAD机械零件图纸127个/12/机械制图61.dwg,机械CAD图纸
机械制图62.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图62.dxf,exists,,CAD机械零件图纸127个/12/机械制图62.dwg,机械CAD图纸
机械制图69.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图69.dxf,ok,,CAD机械零件图纸127个/13/机械制图69.dwg,机械CAD图纸
机械制图70.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图70.dxf,ok,,CAD机械零件图纸127个/13/机械制图70.dwg,机械CAD图纸
机械制图71.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图71.dxf,ok,,CAD机械零件图纸127个/13/机械制图71.dwg,机械CAD图纸
机械制图72.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图72.dxf,ok,,CAD机械零件图纸127个/13/机械制图72.dwg,机械CAD图纸
机械制图73.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图73.dxf,ok,,CAD机械零件图纸127个/13/机械制图73.dwg,机械CAD图纸
机械制图74.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图74.dxf,ok,,CAD机械零件图纸127个/13/机械制图74.dwg,机械CAD图纸
机械制图75.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图75.dxf,ok,,CAD机械零件图纸127个/13/机械制图75.dwg,机械CAD图纸
三视图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图.dxf,ok,,CAD机械零件图纸127个/14/三视图.dwg,机械CAD图纸
三视图1.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图1.dxf,ok,,CAD机械零件图纸127个/14/三视图1.dwg,机械CAD图纸
三视图2.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图2.dxf,ok,,CAD机械零件图纸127个/14/三视图2.dwg,机械CAD图纸
三视图练习.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图练习.dxf,ok,,CAD机械零件图纸127个/14/三视图练习.dwg,机械CAD图纸
机械制图76.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图76.dxf,ok,,CAD机械零件图纸127个/14/机械制图76.dwg,机械CAD图纸
机械制图77.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图77.dxf,ok,,CAD机械零件图纸127个/14/机械制图77.dwg,机械CAD图纸
螺栓视图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/螺栓视图.dxf,ok,,CAD机械零件图纸127个/14/螺栓视图.dwg,机械CAD图纸
三视图投影示例.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图投影示例.dxf,ok,,CAD机械零件图纸127个/15/三视图投影示例.dwg,机械CAD图纸
三视图练习1.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图练习1.dxf,ok,,CAD机械零件图纸127个/15/三视图练习1.dwg,机械CAD图纸
轴零件图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/轴零件图.dxf,ok,,CAD机械零件图纸127个/15/轴零件图.dwg,机械CAD图纸
轴零件平面图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/轴零件平面图.dxf,ok,,CAD机械零件图纸127个/15/轴零件平面图.dwg,机械CAD图纸
2-10机械制图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-10机械制图.dxf,ok,,CAD机械零件图纸127个/2/2-10机械制图.dwg,机械CAD图纸
2-1机械平面图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-1机械平面图.dxf,ok,,CAD机械零件图纸127个/2/2-1机械平面图.dwg,机械CAD图纸
2-2机械平面图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-2机械平面图.dxf,ok,,CAD机械零件图纸127个/2/2-2机械平面图.dwg,机械CAD图纸
2-3机械平面图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-3机械平面图.dxf,ok,,CAD机械零件图纸127个/2/2-3机械平面图.dwg,机械CAD图纸
2-4机械平面图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-4机械平面图.dxf,ok,,CAD机械零件图纸127个/2/2-4机械平面图.dwg,机械CAD图纸
2-5机械平面图.dwg,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-5机械平面图.dxf,ok,,CAD机械零件图纸127个/2/2-5机械平面图.dwg,机械CAD图纸
