file_name,stem,label_cn,version,part_code,is_comparison,relative_path,source_dir,label_raw,label_standard,label_confidence,label_match_type,label_status,label_source
syn2_0131.dxf,syn2_0131,传动件,,,0,传动件/syn2_0131.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0132.dxf,syn2_0132,传动件,,,0,传动件/syn2_0132.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0133.dxf,syn2_0133,传动件,,,0,传动件/syn2_0133.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0134.dxf,syn2_0134,传动件,,,0,传动件/syn2_0134.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0135.dxf,syn2_0135,传动件,,,0,传动件/syn2_0135.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0136.dxf,syn2_0136,传动件,,,0,传动件/syn2_0136.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0137.dxf,syn2_0137,传动件,,,0,传动件/syn2_0137.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0138.dxf,syn2_0138,传动件,,,0,传动件/syn2_0138.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0139.dxf,syn2_0139,传动件,,,0,传动件/syn2_0139.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0140.dxf,syn2_0140,传动件,,,0,传动件/syn2_0140.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0141.dxf,syn2_0141,传动件,,,0,传动件/syn2_0141.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0142.dxf,syn2_0142,传动件,,,0,传动件/syn2_0142.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0143.dxf,syn2_0143,传动件,,,0,传动件/syn2_0143.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0144.dxf,syn2_0144,传动件,,,0,传动件/syn2_0144.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0145.dxf,syn2_0145,传动件,,,0,传动件/syn2_0145.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0146.dxf,syn2_0146,传动件,,,0,传动件/syn2_0146.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0147.dxf,syn2_0147,传动件,,,0,传动件/syn2_0147.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0148.dxf,syn2_0148,传动件,,,0,传动件/syn2_0148.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0149.dxf,syn2_0149,传动件,,,0,传动件/syn2_0149.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0150.dxf,syn2_0150,传动件,,,0,传动件/syn2_0150.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0151.dxf,syn2_0151,传动件,,,0,传动件/syn2_0151.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0152.dxf,syn2_0152,传动件,,,0,传动件/syn2_0152.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0153.dxf,syn2_0153,传动件,,,0,传动件/syn2_0153.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0154.dxf,syn2_0154,传动件,,,0,传动件/syn2_0154.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0155.dxf,syn2_0155,传动件,,,0,传动件/syn2_0155.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0156.dxf,syn2_0156,传动件,,,0,传动件/syn2_0156.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0157.dxf,syn2_0157,传动件,,,0,传动件/syn2_0157.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0158.dxf,syn2_0158,传动件,,,0,传动件/syn2_0158.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0159.dxf,syn2_0159,传动件,,,0,传动件/syn2_0159.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0160.dxf,syn2_0160,传动件,,,0,传动件/syn2_0160.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0161.dxf,syn2_0161,传动件,,,0,传动件/syn2_0161.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0162.dxf,syn2_0162,传动件,,,0,传动件/syn2_0162.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0163.dxf,syn2_0163,传动件,,,0,传动件/syn2_0163.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0164.dxf,syn2_0164,传动件,,,0,传动件/syn2_0164.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0165.dxf,syn2_0165,传动件,,,0,传动件/syn2_0165.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0166.dxf,syn2_0166,传动件,,,0,传动件/syn2_0166.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0167.dxf,syn2_0167,传动件,,,0,传动件/syn2_0167.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0168.dxf,syn2_0168,传动件,,,0,传动件/syn2_0168.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0169.dxf,syn2_0169,传动件,,,0,传动件/syn2_0169.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0170.dxf,syn2_0170,传动件,,,0,传动件/syn2_0170.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0171.dxf,syn2_0171,传动件,,,0,传动件/syn2_0171.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0172.dxf,syn2_0172,传动件,,,0,传动件/syn2_0172.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0173.dxf,syn2_0173,传动件,,,0,传动件/syn2_0173.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0174.dxf,syn2_0174,传动件,,,0,传动件/syn2_0174.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0175.dxf,syn2_0175,传动件,,,0,传动件/syn2_0175.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0176.dxf,syn2_0176,传动件,,,0,传动件/syn2_0176.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0177.dxf,syn2_0177,传动件,,,0,传动件/syn2_0177.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0178.dxf,syn2_0178,传动件,,,0,传动件/syn2_0178.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0179.dxf,syn2_0179,传动件,,,0,传动件/syn2_0179.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0180.dxf,syn2_0180,传动件,,,0,传动件/syn2_0180.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0181.dxf,syn2_0181,传动件,,,0,传动件/syn2_0181.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0182.dxf,syn2_0182,传动件,,,0,传动件/syn2_0182.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0183.dxf,syn2_0183,传动件,,,0,传动件/syn2_0183.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0184.dxf,syn2_0184,传动件,,,0,传动件/syn2_0184.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0185.dxf,syn2_0185,传动件,,,0,传动件/syn2_0185.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0186.dxf,syn2_0186,传动件,,,0,传动件/syn2_0186.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0187.dxf,syn2_0187,传动件,,,0,传动件/syn2_0187.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0188.dxf,syn2_0188,传动件,,,0,传动件/syn2_0188.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0189.dxf,syn2_0189,传动件,,,0,传动件/syn2_0189.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
syn2_0190.dxf,syn2_0190,传动件,,,0,传动件/syn2_0190.dxf,synthetic_v2,传动件,,1.0000,dir,dir_label,parent_dir
